1000 outputs of genrand64_int64()
16675511042081433281  8489326016911908102 16071362722047509693 11631833934008589069  3308423691540511443 
12463994900921303743 10873704365195753558  7970637965494334435  7852143133346623571 14022496099416594437 
  910573249330794157 10905535695665523963 15298448411877920694   726522326085210299  3527390907991391170 
 7769405956597297226 14629472772070188688  4939158647484192345  4128325325337060137 11672289895897367180 
12877475078607975374  3913809065917903208  2320286942445907293  2101584877680887858  7794929571201229470 
18221994289225239249 15985282371929218824   654186978530037980  4005316272642616648  5825465275912657951 
 6081105442583445234 17491231171860917914 12464874635835391566 16075831934518320945 17355491974937624575 
18256051784594131430  3029361439412131919 12047108149605025211 13790844739830022678  8240892754031882672 
 5731378999235209643  4531646216328069052  8760112150983938215  1959207334057379902  3631344714907090713 
 2855269437458640701  1742164273659615392  1767377455803752896 12007242174200869689  3973234627634779866 
15978563456695743440  6648242320393175312   744897885817963361 14443676254321383156  9533555588629847858 
14619149324765526977 14181620587816064638  1001036636852215606 11990608843138723073 12672197702423053794 
 4335658901625022923 13512932053555211535 11717042025066548516 11460479846019694358  6587717968480671704 
 2549153788358032496 17854268657210115153 11569911760787084088 12106056336906654943 15527203731338195499 
 5766493450944333371 10425374905528737589  4282406013190820533 14360142931623712404  1759087162018747668 
16184792579739211896  8623962432927511684 10128120856832621965 13204059305838626914 15926902800608023294 
11835742572408919414 14415620438212686118  2993538001526762683  7726699543959908012 15034684646831477829 
 9318893675660726382 11330983800850407423 11344497713383250166 10197650063709530935 12339220216068930240 
 3973460892163712027 16690801427492668854 15103677456739220574 10856659805263311642    56077555959404653 
10502848959171703656 13607051447488469592  5971058132943474703  6655313061089373947 18180388722736330236 
 1561464102118841934  4141866251847526770  7996663167040557865 14154800251004442359  4344523088135177054 
 4064107107019332399 16119644920558363842  6187063850030616744  5601460520990096150  8909807326322919250 
 6447503089246151591  8386790176580910130  9065256244102638135 17018200334977958017  9037332169040784951 
 1152426138476663683 18006390938345917481 15256739805373188719 10193237280856616749 13018716435935812991 
 1258054192148252145 10614331848835266797 10205505320218463467  8197543695521082278 16364464301945010788 
14028204576641507146  4562824408426554461 12512923636934733688 14014922280895679455  4009768304166334510 
10785710257236743336  1121488133149714329 13194530664061413972  6068844964202255798  2499871502592884334 
10039897153506178201  5447266637311553633 11112758977017021350 11512777921521407907 11906035524342819816 
 9174443858683047749  9097835405388502067  7973417195689051751   624722860697181449 10532116310538605163 
 3887246296096311345  4193442647814910270  4624196339628973551 12599277976965046350 16646351837658009890 
15129426474203972669 17334908020696822622 16709530179201057926 15817391394466769378  3468743146108860099 
 8038333225238229125 12837646210671057228  7842095141254848289  4199988551180566784  7686490087933788072 
15584674538022509290 10169128608213398726 16419131335848364631  4893643756819153073 14875460916774836768 
 1814848792043289703 15418571750193322269  9993714203585866717 15900540330677989513  9027627958202679164 
16011700188595137617  6769802618278994732  1412863791322344736  7425867383040483131  1167803515162530961 
 5215829617123876979 12724582091976869017  2925565692978767267 15687416488826973697 18335014198562560999 
 4968919108930038605 16352625545881043433  3229340223572862206  1403081980507923628  1559263426491752249 
15355430273859834657 14971005879510313081 11261809138939972111 17794679730362854451 14080530197847180691 
 6134049909507114070 16016008045570032670 15326326761032120153  3047000884032029153 10266540842236234080 
 9680202740566397048 17973151521518433288  5635927629027284846 12459294213398043228 12427283137391218865 
10942183625222787765 14093437204414780620  1489524497539659630 15369688446921773169  5438832924919997017 
15819035161155782136    32387921371026278  9637801629626330890  1083310400847312886  7966526257380858043 
13370162968465827242 12713636088779423485  1968269648275321257 16314948519395237502  4298131499770687922 
10484081390553899615 17839628060849819645  9894429070319202232  9931073798094336893  1810727672391480744 
17418388094015704276 16653974177347214857 15458837773367181092 16474232131376818795 11074264853579364728 
18046927384418716032 13410022674994948415  4529204373442165752 10285653168204545673 15988099751835845330 
16030310105281951386 11821272830743873091 11686609603729351875 14493218546225794581  1548273415936989177 
 5342282724706387550  5940990384723235786 10619084757719239428 15503643136960234944  1644538777529373065 
 8111310986449699727 11252912114041405017 14167244346622994201  2286081290664883397  6221539068510828983 
 8901849503047860501  6987974543795730117  2550796656892341503  5605636918109965425 13539993171152302883 
 7327369499605605425 11970377471488023808 11351429243462978073  4384357673627003094   857181740836226679 
 6158122884995018268  3014055000863207843 10821065876081491481 13765850442779857262  2480790887288808147 
 7309217025875782004 17581682319191979050  1401814012989946431  3118599848089250231  1850297610858982244 
   46913070549392106  5495811618186099717 16074083056117388379 17921356509401855405  7234078409251598341 
17292929170675514512 16276773259875470424  4110693227611606878  9911650358334650345 16656402625649630618 
17067478415414367539 11072381971175789034  2125941571910871704 10487065914851059764  4952881861759783531 
15892373709369832966   338354632020569398 15006258375268957500  7306803295471354369 14681271998630858191 
 4904392599844434596  8570182590718278935 12552649852040233372  9385899367341541689  2771161026054861654 
 7700827059513369804  2775846449424536991 13680634025946022511  3806279003907410660 12849373824996900912 
15783522318838273232 14386515793602497372  7708436428316229094  3252988701529930350 17585174495204344065 
 4007193806524672692 18246435706263555984 17823649248910187327  8417758585152894135  9709673034146249742 
10688344880488439375 13279844062105684068 11006301652526218788 13591225699878057632 14624447577128437015 
 5323220525426423461 12357463267641966459 15522049303672425183  5455838327660195551  1229381081080053822 
 2367963126194607423 12976823829095135687  6489329957099613800  6437604152763426818  3442169254477258370 
15207269772698296863 15857558604740735512  9606680556457816779  8044216173997216892  3432252206079761981 
10587853725569952777 11713647091865060643  5811842325784757282 11989406186664367232  6131961287427996023 
 5412427286983970183 16686033677899084619  9851467890596875798 11516398814430106676 12986477130903504288 
17439251115462737631   145345271342932607 17860667683338001872  7563237545172412931 14730220975497363312 
 6375078674381694604 10444121524147529190 14934294179503822056  8834869489408142807 12377020552074065755 
11754377065272843228  8254043473234392220 12824432012259984659  3886480601085242334  4358259402600514007 
14089629504846119993  1060117708135242482 14959515582185565309 16230266340929224801 12257564417728207462 
 5174028775273487861  9277486596209029121  7942502259024083976  7038579653893634389  1395042071098885371 
 3181112803028228857 10571846652135385755  8727708432333497504  1955163126066262061 16808175235653012135 
16072286257539288297 16535482194747957758  9711332657603278559 16324295754928905947  8741840245444814737 
11280494852340645560  1111374941411880947 11738858522592713320 11049615093894995799 15510074086965748531 
 6037612527287181302  5051895920067205321 10897907158069885389  3425112823810639774 16413442544051306856 
 8325227407578911917 16348235359797400354  9506909607315033727 17255419890817259656  9635728978284600017 
17129171573099516077 13476167792586546752    86968462005022606 10048146354298001524 14037735186721565125 
 1078283107174397474 18381370354957594936  2661116652400553133  3465142395264070119  9343548434968253696 
 4218340581125882023  6481739754977313262  5293662596923001655  5293575740385672694 14665760470201075329 
12622672437733821278  9036304384307042229  6920594180267204152 17272993942835050190 12504207400400904831 
17146312562631507995 17464876069751756373 16792635521191305465 12357382898983431756 18370072527733812882 
 3700908637680728958  5658350972041403245 16253228393524291300  3776402263982010992 10303403403870588768 
 3611758069938188313 17124155179903552725 16373825639653024639 15956957357933814485  4956771394140190482 
 3672668744628594317  9556175568454151497 14031880110860266162  7781695050068888935 15970545918503092666 
 9518263640310952032 12869776020009651542  1893556444885540679 13838067541674980999   845430287809521512 
 7233091996544471854  5676609848227766560 13920397371749388191 16914557371901986450 11849422274627961021 
15905843151454844551 16606694587357074453  5084159589415188502 18102843428005641516 17827114825395910647 
  629546917103446939 13323051241944621304  4635421350056275308 15135133956197090339  1730742255780632133 
 9933495612518766394  4719523656735400490 10517528592029546888 17141493089091880008  7973726054823767584 
 2122333949069604783   961489258273113698 14725841463158462462 11065576662384469162  5701944295873638861 
14020585887051957487 18056258928372249086  8947987168344167290  5898882834998235580 11372700858521771899 
10090076048081358907 15188283501657354107  7873940401547786947 13635752305522373040 13641913851638278654 
 5232784222135705938  3679983050159839630    68153864664179446 16607278492700677532  3998183816654441785 
 8391798015942024767  7473972371762225324  9156880436849984779 16336464996659559174 13532555954457522542 
 7452064900592547340 10640095207587382752  3053434174321546781 12512779792613579201  9942037374716705356 
 7267389305939308286 13973116154879285116  7352697496854149009  1793883754410672108  1140948877690696341 
11608339037272373474  5294516089778745770  4367772338558001647  7555416019568499407 17882534688930020035 
 9535233323507733850  8828106773156018580  5659635657949889834   803814762652889867  8709913075717716909 
 3926316135686832546  2715879691730811160  5498017237462300985  3013226199909637645  3708007573538094899 
    8689617524192799  7537052142887768282 11720140875245666136  3083976091674986560   199957846049109906 
17798274492164882709  2789098904185953169  7338262974449569141  8059780005996090562  1809693788208215121 
15026002262705116132 10950035439766156505   104480701081375559    78014942565053225  2327461910997498715 
 2158687186670623058 13308413119439078145  2268086084194703148 18346615244666876436 12266244354493213498 
12642114564691103317  8726714627884197022  8640434420088783829 11539285389209415186  1955127185980980445 
 5851040313867839458 14078437861644230125 10569986272936579394  9598322670395102571  8037283268713641622 
 3391122825581194634   990133022761808379 11757942331685605907 17105140162048999049  7064813502706080956 
 7049971199282895603  3002754594540720740  1874023845506130084 10563134996330396657 16028685153163999625 
13567861192680827576  1984185101812782946    43492445887229395 10781211173330237899  7452432912231352210 
 5503939360956895017 18105341703785879567 10014185075936923355 14396841627228369714  2156922735175368236 
10075690974771887599  6449126011488263916  2322124446405555931  5132480140535142144 17303437652173378935 
  316798612509286438 11115473723140615939  3917113904933287479   123888452557844207  1706922523747340893 
 5387325239772458516 17006504322123104156   176384263717836621  5190179679851792971 15540498801547965390 
16124869866931809936 11430356046528550060   118725928511430010 13554352260434386434 17229011389017831163 
18108761018541575106  7136490352083888395  2515384505324867818  1219998493360645593  2850260260120909744 
16926141773099158655 11257506655938939225 14365510110893643871  3888400091975385646  9025971966849101361 
15481958651045302991  5054082269311205172  8769203528003523039  3658152338544509114  6451572242498770027 
13629617392320780911  2819272106474468459  4256544203743923604  8765301652247118814 12188236035997079500 
14482976786598265919 11333823268674413973 10038458878207218597   818916699159787535  8590155674192721486 
17005944494468141661  6039741036481956184  1661222762696362636  1167881025914982789  7764671902146681761 
18161817735702768178  1355528349557082946  4335037404216734647  5920688337087109126  9351148980031819320 
14047527636637723720  7150302703267176380  6148952238648548117  1465840759066834851 12844497879281524068 
16644879638624526113 12392326172689220266  1631518873067920419  5816742916149241921  5832358917629394985 
  664529925867226395  2847963995627069844  4823387055017681735 14929230288363940366 11089939247359705119 
11355241726257542803  3494609232323278500 12739817651385767441  2881792334034031578 11085865577957380082 
 2146755232395873434 14125547081282721258  4674687614946013501 10319394314158031142 11309567075957343482 
13204843134696669690  2613464910827835254 16763093948273119172  9106728597961511766 10736779731924028095 
12352408558061924903  2481093675036026544 10319043785106756044   340421993715643743  7181707789859826908 
12899086528057694890  4269500726478753409  6319781118256248003 13965114812559801832 13744762526139988486 
15902971147785439474 16313341256677845070  1040127869887445471  8628127099347325305 10424159805517044264 
 5814452418083935208  7484569100019758381 13966809633364025425  3327658530559672550  6444482886368526053 
13968304425325602163 14042458567194583670  8739216791752227515  9533583529135686710 16362506276064326964 
14461200168927350913 13013665183431697987  1568145394407473745 10829177324776224935  6702868782835540487 
11655206716200182894 10574124514762379038  2100793677408824185  7077618316091350763 18017979971277298887 
16776203851666129817 12368447108111651698 11960329534827825004 11968907068804627459  3437335013706615808 
17015631554207893380 13392939047679338038  5392630400299237526 15097134586342477980 12894647267391744402 
16582147214479696155 15457679980313087495  2306195440774681901  4189307547450651188 15535255026858487443 
 5050233384660536420  5678268405665100946  5823891954025764659 11041362978220559410 17015653318984555541 
16135478594656930583 13802856378851612894  3892044475831815055  5075778440244856092  2700991685521847799 
18173872059655116099  2489291684221690919  9640493648876173739  4282037820029771171 11878878195376041108 
 1712751380035753445  4182490929699124831  2842514346129383748 13471709818962065271  6437752563131255738 
16852096172977732640 11197827455948435222 11635188787270900528  9275936049059009338  6339605997088689340 
10332447479956222555 15903253154731350280 15334729771063510554 17546269346130579976 17708361078637237973 
13144787218331506996 11751998115040758732  2795404127176690221  9327568629950980806 13452707764823331654 
 7962563886021073241  6701946495787736341   267680524183990001 15077068894994887843  1990404512517895704 
12820074447788294024  8333273308145050757  7702637791418858094  3971642480916517674 10271137674628828916 
15239873356330640068  2612298256373018629  6691928839919110054 17981514649204023368 13721890775433933329 
13226199447701078738  5959585909316602633 17245421474042677971 17346877748557579957  6740412581557668441 
 9279319019631009714 10036787642240600385 10600598987611254469  7113488764762486224  3867534324476385519 
13535362434846073327 10980532505055657532 13143903212777387817  1128783026167922218  6514973174535516073 
 6503134835654942646  9071421146589543824  7558535249552407018  7071971400592920712  4161739775694587384 
 4050600328820107882 15230189762444506343 13883055551881806905 17261602907683356873 13722491081276217233 
 5684067080905818900   873909515124813547  9298303614449838807   778008568008640153 10686867638170844675 
 6903494094042625351  2470858358607760205  6216405061175191111 12851172141951421347 15366591803709569189 
11125394003229323191 18163014103398891703 17551507858896906862  1393311805741995628   771443518507795643 
10814344185654953063  6701748865259359690 13704176414326169837 18422434571326375226 16985200649254368446 
12672366541691729265  9879242379485460289 17756312194677133771  3860288870332179138 14999790086111432634 
 5090817321312253187  6896658498376238260  1393010879399923574  4042473506054348207  3426849332025711090 
 8880631116629846000  3965562771318276040 12203697410012941117 16093957643969523119 14595395679217998905 
 8800957151525667523 12749771993351823278 15742205892580243075  1979651373976788345  7509388541182085359 
 9719006728346565241 15020529167352667273 17874263666255264483 12298705365202779823  7066189998581112016 
17288447881882114301 10071175341158060435 17336176432706480904 14029715001773081373  9349608293522151278 
17667593421217615956    66858672837505774 13280464826416349806 15374043838856366522 10234174877802404878 
14006919690750467098  3280764519155513695 15807149277608363198   139302195028677784  9976434548928800006 
17230881721200253353  4692447661016784046  6388230180497111645 10324824384181860484  6246400365388431576 
 4146504071772799396 17642730129250230026 15368696554259370144 18415920953358524847  8196697674327021845 
 5981403815112664950 15653412627560837670 15278977180199354690  6370392767978274167  4499988505288672182 
13144105571986994769 13199409458228084800  5447969628848386657  6172935617532844010  9742291438700556178 
 1348116768501950488 17339609971119108484  1942586105802047239  9934120169439018254 18401607153519158472 
 9706236744191815577 14777759836905890525 18413496535284749214 12169990837161839680  7678612503678946243 
10441368412432082011  4193852276173255711 11209955702179162219 14539532606736913970  6580771079754545773 
 7552690052187928487  1008983583469091237 11073326850209198131  2961917026451456738  3896573487162740219 
 1512529395584419568  4807758634764998123  5249761493385758467 12988563946395751445  9790605576515303912 
12375334961665480980 13207945939459716988 11996369050779749942  9057970860112897910 17063521937295587942 
 2614243732958246410  3412657045755889789  2209533069381605801  3210882972588074190 14777629343229592820 
  940037268383864885 12624584386390747502  8395698859545451532 11369828183158122217 10148699834247988020 
 8212091970405749522  4680516283001957588 16026210296983824912 16697725025601848633 17042336605749166505 
13739591843930515842 11512396505272233472   128118664319981920 11026694602742703457 15278271853649642561 
 6528150685447998714  1638933517406138498  8662228438677923377 12910618553705741132 14631960433023458469 
 5428212220868609878   763576848202352638   891871659854345379 14565744356173074683  1178283339047685670 
16523275450828993774  8138739376498066674  6102149494606017514 17137942112072915701  3670283065484857050 
14466730837772513887 16329334816079862809  9552348383278597862  5552400416981052286 15886307901896720577 
 3171569210456079720  4792361861780569822  9981175628286513717 14200572923236275681  1456768239583209947 
 9726643570922445801  4524872271570154281  3480407026344487846  6606616459419041137 12546966387829027951 
17326259910731958386  1252245101184459644 17497207091404281837 12334472831133309252  8291600134765660877 
 9168750446024065517 10738871951216528360  8978988900746707993 12795447117085857812 16011723222959240901 
 9034180506010409666  5984607774386404899 15718856329214193072 11859179869098688379 18256285884621958708 
16517308038120862361 15443126581872242845 11756508954840800029  6176851904129419502 14739274464102861818 
14446586496685650547 12243235900228300587   259079736815665296 13460667414797231655 13019689579578610297 
 8431789380411012564 10848223203593726256 17307772788546594191 18343006607351842508  7326902782424709193 
12728231207821934507 15881836521149283234  1391434578610148218  8057583199532818164 12931699318814855381 
13938762474116483458  3501663411956226544 12679572183536966648  3046186552981338878  9708472227814273625 
18269887055048018479 15377518223602730440 15553659333630925208  9523045190366334069  3754093576550306265 
 6829509747370878603  1705243539890573471 15027662292513617122 13276835934510825327  2380609095609090763 
 3035644827403918558  9658445153308179043  8302611820442952246  8969095437483953515  7995435867087955137 
14772861917715489940  5008367899621813901  4829229651504264799 17468287054696003462  8020898967933371845 
 9098755815880390317  1251101860857998860  8313147751138195107 18385617126597939329  2179821150234812175 
 8000832081612360339 10816442972591377729   311487616972232879  2757783943409294619 11400980362034024631 
 5431446819742177862   783387691992068974 14128470430410601369  8759653096215674168  2841267667427564480 
 3556569531359636270 14411487287496296447  2599974702037301110 11986646684665758954 13711744326396256691 

1000 outputs of genrand64_res53()
0.428353778428032 0.604698280213524 0.006859491634394 0.096712176417023 0.053408760660585 
0.910640195427219 0.849927848994850 0.589184135211073 0.317059598214426 0.627890507075971 
0.918281793523781 0.428441613305544 0.698092964687145 0.800101256607505 0.988484391933371 
0.665210417589602 0.552528757272506 0.607161936885213 0.751706109999226 0.310620450310456 
0.695026572484672 0.929724929759505 0.617667288148551 0.452125672682811 0.258346356579774 
0.629556352157174 0.367502108057789 0.232048257797238 0.030131548820568 0.491107234374159 
0.458634566436566 0.624208743608031 0.912922583555310 0.012734326142303 0.552901712547915 
0.265266287903943 0.809695745952747 0.278254946409813 0.410713392359770 0.785151791282068 
0.495328673950700 0.650023051950269 0.319473334233205 0.289275376313011 0.148367627385192 
0.848992828860398 0.684242193739769 0.292777661558641 0.791566996257069 0.477713032554468 
0.432838007762920 0.672550060713084 0.606074369249733 0.423192357884118 0.643792201654444 
0.219039901413581 0.885944077089110 0.622186953549334 0.826426341450462 0.309932230663836 
0.448116196100731 0.041741769669444 0.417686935494052 0.761723722053334 0.103083715614063 
0.526923496204189 0.797967263552038 0.679116602845867 0.458263243684261 0.910814314961336 
0.635733538794032 0.881206386049239 0.259513623211229 0.659795104895950 0.126739854903437 
0.236578121253084 0.420957449309300 0.209480759222825 0.186494564262898 0.624035691828133 
0.143377316865927 0.654231200986691 0.852550148796554 0.617269560072066 0.006267234772214 
0.959919091191149 0.278887615931053 0.641759653845420 0.372492209808431 0.338279737360434 
0.496609529035083 0.765595316801818 0.714927370926233 0.578687622690628 0.619088187336854 
0.210034154022042 0.075603037376835 0.808479486484876 0.595316670398835 0.796003773344418 
0.280378861710563 0.040457285858788 0.936208423798618 0.923657710898190 0.862858049717594 
0.819594528599420 0.760134192608708 0.411445972857572 0.882780383459480 0.168858435404127 
0.784169998548151 0.525973636038073 0.646141654512499 0.613137523625701 0.014616391746849 
0.871441202401049 0.966200583325671 0.333867316436823 0.097744143791289 0.030493928422639 
0.027702786057063 0.248260284215930 0.340927454220312 0.759404035823274 0.164082716616086 
0.697311895996801 0.410223934062489 0.832758340103760 0.143114542095747 0.849693497729325 
0.202002226218412 0.655624771827067 0.049674186785128 0.713039261561026 0.966928797438856 
0.544846237360292 0.327597469374055 0.214549622726665 0.873274554298290 0.047067342879329 
0.307792318622104 0.597735209595577 0.819612180691456 0.513865732563794 0.527191562309253 
0.767516833332450 0.370423563542919 0.113477925952369 0.133416747570743 0.598974870206240 
0.646168851152346 0.833650628122791 0.369072593966915 0.637528371107015 0.794751156852444 
0.269727308804791 0.532116302073039 0.130280475056655 0.485647076027677 0.429154222501571 
0.829315927040354 0.204213189488457 0.174085086324350 0.038266073204580 0.211325807686553 
0.743431739439460 0.450982499951343 0.483176895274797 0.786325773898490 0.805146437006320 
0.952935883027633 0.513096019071499 0.435223263993454 0.411713943369734 0.999794852431711 
