1000 outputs of genrand64_int64()
16235135108973359505 12114426808952376689 17843685570748579801  1801320348860028384   650442017251097059 
 7401930806073658224  8544538885320907937 10680173795930056254  7594459215165978320 16930061427514290611 
 6161988295406803453 15301168040311454419  1510765571013867513    51246976282527744  1815788032190076904 
17209382128667908794  1425032498633941855 18317445030881500124 14443076587925727999  2993771411211919914 
 7181110685060688107 14672213179887778868  6814777504631813274  7889867719153495074 14268070449553023641 
 5318596720615632521  3534602775735422075 10062239934037095841 16107245897151899835  1785044943509423793 
11655830908318084127 14716553578651051731  3161701535302230835 11282756191676133492  9496246438604794027 
 4874676775280896226  4410698775059634458 16021197686431225906  9640206062347523415  2977096059034836689 
13533346663046623375  5277168950774690262  7093334197135907325  6965541587760549479 18069799836972153534 
 8391560804102144206  3170574567604466501 17551852410128872426 12599838940487940153  9388979591323179662 
 2490049270916398357 14604260414399092120 18284736612285529870 10617788531279116863  2629986925198329909 
12814417960633039238 18290236808889481198  2566248694884669808  4926297135944496885 12993871620234775288 
10769666137489094357  8660174734024770829  3292973366602876842 12424505475849702600 13825875103912477460 
 5134382311849822975  2674269468568351083   108592968806467436 17557052314725938583  7833574380575890908 
 6606440281311761388  1010818672717107058  4223420771816234021 16661967841087448677 11539568408534763335 
14397630925009963860 15942762956068599248 10480995762326720601  9267690437948668523  6781527846526887222 
13453641542029457454  2009229189034847987  6432439026680263837 10215936380529783718  9063591608413647083 
17503048579341831136 11418036106345474577  6676569216433546481 12371568247389930326 18268927026351128874 
 9995841932828395592   585093630046490176 13300818546724611796  4193355178403313504  3828768720486327767 
 7904627388381242699 15603852660237921241  9897928977132234286 10319912320467775631  2945658840016536339 
10077711381243810290  9922996926163056630 10615377097996302294  9862469034338720127  1279323435382866471 
18363834102039629259 13989541613665328151  4269071769585717688 17888439581115209400 17763796581214996449 
10191757524890644778  3580900604673780130  3121251816923025947 14082052339055774470  8250105862160060213 
11958336753167856616  8028599331718519911  5374861643496230321 11950199499684456124 16976259871139667841 
15052945189856201888 10479092337097245298  2647286943472234903 13921886513194243434 14249925705012443217 
 7264701098242574276  8530757400761317269 16978200139997580044  1772867841571569298 18379352836239420846 
15325310282390450204  6499410319887037866  4927067477861956828 10915127342634473589 14675888572048209851 
14268988984553614198  1299485397771829651  2795652454495679257 10737774596935853246 18327023847655953775 
 1706907641186330472  7330158512251696178  9503449449011012765  4727371617478431860  4020054494160415428 
 4497454559287316877  2963697833774344611  2766021811753011938  6191455733701892974  5173123155109124504 
14951031767601551128   711963175553681544  8245270746607613702 10584015315897356120  4669671498386604651 
 7904302669177081454  5548903453657624930 17449460447969407192  1163794055210487565  1591758452019244770 
17836693946033939966 18445827986329715666  9155569961913038034  2354472000495708540  1349791277968342665 
 1505931196897553357  2736906446446888434 12723168940982227027  9568965380328754771   397226140623473490 
 3785072404675775608  5574815899178366535  4265436017771058592   866254997187793674  6098550350374508771 
16483054752588700481  1129987878355935800  6702052241248611415  6138811036155330075  2852530694520092004 
11720418906415284217  2119094503212728465 17487172139241722158   647796387537892384    17795067273630951 
16538593384527857200 14749625283392851077  2070654861159797754  7306000241463953784  5121746352003772270 
13152733045468249775  9307274984773283249 12149094785185407376 18436781199026088354 12735701097209683379 
 2329028261346263111  1776151859018958559 13744601200652752019  2943616822035004171 12087462441585041337 
 9347422973132706336 15408286363873122400  1875103415097863061 10743684464509636323  7756437505194148503 
 4013734436443322826 16136122742307980981 15262499167146797899  8548904435614942090 12121976386418540305 
 8102514578949663317  9888383886825621131 12025864378999829351 10317082012385492970  8014715950741616575 
17150961782909076202 16756436507246626233  4617378933564466037  8274962838638915908 16762654181365892446 
12266061265544132571 15654817690413490898 16761851753406378058  8649998012271443868  5042501634758869152 
 2346348507888262738  1911218988906902657 10417680380585708194  5059456266061983608  7762827692390388158 
14091322482876778430  6292876453152902722  3302154215754503752  7606735933856211074 15918115539357927414 
 6063549621366646241 14538666986733759216   386920769731659448 15318590919209073580  4504441857269580763 
 1295724885466456857  2949970548569883972  1749540205333249871 17632377495133724165  9286163984672248871 
10693132300542265558  4517226098188559713   375131345237343058  4601391519103547533 10249630640355119134 
10210492159045788923  8583110389804585210  7348207988602309596  7511948617356545576 17312675827033248304 
 9221327106422180114 11757969972661413571  4886072404038447261 15082889544907036145  8339474371707262991 
 9649270430258259969  4041939564153270015  9862393753379503548 16568283269282892882 11481523418982411442 
10895895305001824645 16409386287088398803  5936337337095146934 16929776196825281720 13411651501029724550 
 3877695389631479199 18059005095322095066 10850048565160465487  6418535636992647773  8345859543194498886 
16555559773124238095 10285836214605414217  2018314654363879184 14983181377066365801   543834627161746884 
 6128043957273244639 10366204358526314831 10878634369240917673 14483046792780835885  2910251800783026453 
 4419812535918062596 13802026870597367380  4419668733630647590  8546919515805637659 16984569653910865857 
 2534631576007545860  2800769199318767132  8653052082769940106  8891985392128984867 17072197934203692731 
 6267397232203080896  9810871513382190946  5891247447188106948  6526913243250824183 12137337632905203068 
12697402964554450550  5212594796118512273  2654642466976666864 17035686087304519372  3228582728372439225 
 8927551775638646137  5079669009181906198 14988301822203331588 12382828372436161484 11811463934003464676 
 6616788135541315207 15126127169634016815 15443759907136651635 11297214602226304442 13013292446539939441 
 2198521453067943170  4085277110721413761 14218856060359667692  3299828359500336792 11382055575251434081 
13517750702299992916  5374659646028175589  5520178767097814391  5056686151811934193 13575732703663287251 
10530901499462929683  7302882002871597880 10462067374841199589  9191336652867467654 14502851128210949543 
 4314493012663529215    69482053523690290  7460896913342498961  8445821875202222426  5910234806728589800 
 2157045131828344535 16866770009875010935 15009669150714097288  7938427725845235096  4995134109529531467 
 9087393697050708197  9663396902947994124  1097974465137151264 14473463493308788800  7831671297011528877 
 5494745815547452933  1724795402392209084 12126205722543560673  2755724325401451035 16897013073999434897 
 6761248306055922562 16759429985916257822   881125593083423758 17914496825961168170  4026626395186223129 
 8031925417320047585 16158043879859997043  8704176786419093559 16023455910729208665  1270338611940177694 
 8698054783496564818  2475687568520562100 12662688385215362574  4988184066427067033 12357725370407899355 
17284328365890860560 17907615268254745958 13825594395350221451  3689846342546497460 17436045269434049134 
16190343850725407781  8146657290776364488  1309307505644554884  1499897398521484600   228720711659223771 
 8669585352735879019 10806837151245358388 16824428585154272091   323256918510685653  4740442579661460778 
 8429523470737276181  6824272012339944625  1851026929471296177   809409427217494967  6605496461626540466 
 8753301676877181220   471763355808503327  2559099268614712696  3692489725176014980   996655677497666218 
 7527654994435971765 11622223453726875552  5140943685346104638  1271121358704755683  6484515662008829752 
 1232381329160225580 17341313556129173953 12195827846982025277 14303570639684748512 16989352163712063668 
15108492387314072073  3156345823761374564 12739468797896945013  2800650528360230875 11871028875035580546 
12352147360990400841 14569938895092811421   179174576794728548  8232074182207487050 13949619586451649928 
11285544954703029194 17351469265254159628  1885513179279734195  6425622104345933834  3068468072501946232 
11423996925564525964 17009165440034464745  2973118304157470394 11452800136236498909  9246941327631241628 
 3301534777091496713 14252638416959018706  4426125254082069707  6184529976056754261 11653492703736262635 
 3163862800837522928  9299788901711647369 13054995066737552444 16440428344749939954   907951617961537329 
 2149626337184841355  8136045419049781421 15100016112830342157  5852722003907397723 18062046772635738545 
 7672175258816045277  3638088379677373333 10214650498536264934 17875619140634684658 16988278224234353472 
   35008611744391574 10722180527810038450    50556649231535656 16079768749316606653 10219414688216151952 
 2864670213270880149 17519182858093507871  8917387876374709285 13717725021670611881 11387720840486384804 
10723247492517576158  2711604780742609765    14477447343827787  7771581548494759113  6350680206963773815 
 4076336322246469592 11053563792122391971 18312109315116281908 10176660821746155313  2972391890954171197 
13003703109542659997  6703520700084587230  5471111675505750841 10781909558443202568 12837149324994353518 
 9163124184458568664 15129831327420438097 16138396585958405608 11994169070849363497  3356713255937576596 
 1391612677371745977  7660123749409672656 18065037134551659358  6892689949350777695  2585073180897114400 
 3950398487544899636  2760568790985760181  1005443814273371928 17990026772251310247  5858406334067929944 
 4673858657587465112 15639569769957069381  1005285946760770544 12346373724467168774 12779844552922047376 
