1000 outputs of genrand64_int64()
 1599844655925472418 15916767781366179468  2858514464857690300  8704617790575633837  7171961710210120213 
 2030493503961029855  2556722933420536353 14326732032272093579 15273316846441177933 10788565780749239220 
10277502722102675069 11983214866094632098 10710051963032767190 17924792458201084220  7477447220415663744 
10527454564856216309 13671016227604274675  8417827089608892636  6371868416756080563  6967814868025739608 
10018863445524994499 11546719654774820458 18319407056447708749 14072565072836807161 14366524765965483444 
 5034238197762381971   698177889555924117 16895951158326286447 13971619788039140718 14135272437324799151 
 3738330321795380067    77792729746275630 18135583122194447006  5486722471022503287  1831482813228351272 
 8796562217987705252 17191245481522737590   273147955262950573  2267750353496905644  1390385799969853207 
18215144129012764370  5959880145636386113 15620143170555791379 10005159834262579306 11551947620912332850 
 9117170957903120442 16872042335866558076 13128856559768942745 15656432486662859619  4415168525266580964 
16027272500823323895  8097133358623494781  9721784323712614755  3957456232642641811  5618730991528227426 
12539632554178803112 11905341525823389716 14367690242964017810  1032129147153866603  3646928095448728013 
11815464561952549370 10986948176561956962  4972862971552438471  3032004093028936264  5476334312584891321 
 8371185020713221886 14285886081033480032 15819342946447282832 11188279994326724126   294695758148987217 
 8806799282806126949  6582352027564856234 14849347703645909771  6770934556517036016  7692429589165414560 
13612537920633901962  3010178806609367630 12146704947134679461 16755042361330539886 10814176116002553479 
12530786082853880516  6874782499487073473  2208934363781111812 13052819104249759379   132494262803677932 
 2328087619566571302 14419606381763322377  1532090952974018392  4576064937520972478   768760693621722270 
12831520123400472516 18202422124193175989  7044510714175791227 11402838648574160986 11041306601398378652 
16330921685908230754  3726261998499629950 12834305524155894739 18034709447886620972  9811906019387037568 
 1106708372259340148 14468798107202121629  8540911530110237409 11756074501073991077  1710387504318759528 
 5644269782622003013  5683393477824073484  1163317862429961857  7789080558699902163 17009498522064740771 
17362519980887016909  9218554586668648361  7935373941068817280 17997413109120041757  6344497183731737407 
 5649166586165883618 17757447082823258879 17911587787466977683  5164219965711380638 12643971784596858409 
15176005579892943898 10836814150536546347  5163341453316181535 16022936095313835156  8991807759756008034 
14348217610072577428  6281848394550619717 12464178823488728570  5192492371194598673 15226542594192864128 
 6197319141982404375  3835983430479095915  8891153482831858013  5269881025222714487  2029979871753884958 
 4085152998383361737  9994952282678846849 16826820131677098345  9576681579163532691  9367184327584176984 
14897756364830170357  6712261492515152071 14015876760564271958  6544203240915590857 10517888975535088774 
 6738684850973202509 14410324010536567284  9507637933308030083  5656433688471176290 13998696484526459205 
13209241282764844578  1927352615783425699  5027060185341147401  5248577213344087204 17129220246957755070 
15029069446933464633 18353836182219408750 16631523024048844265  7488087699691531602  8443604597620426906 
11930005693073432159  1659151153937454404  5009721545765006835 10935956386553774390 12832133810686899224 
13258097293694313531 16399751951261466713  1327218772903105909  7001980945085323204 16646267075172239669 
