1000 outputs of genrand64_int64()
 9040181333113626121  3387800194381723809 12725415159015388192 16066385966675668135  5261490443513991253 
 7934313952944414490  7965196573930428574  9838659036352742303  8510778137573475367  9077591938229915746 
12465779021800449204 16486622391671528990  9348335026287869482  7735567302567015156 12462819951680776334 
 3612658909401281487 16265811894751580703 13625549847925069045 10172145938230737170  5269938495939158560 
  274627597520212809  5908543218392347513  4742105088854804138  4405984872065225541  1749281263997463355 
 5484203800099899124 15962139622978587061  4134689299102039801 18000317554436348588  1379196627841351403 
15002185578531948424 11491927581084803320  5845968342866637699 11729431372362878206 14783572276698659714 
 1954801985753020223 10663476910503028233  2784654108156132009  9756301463698750539 10532810878718501408 
11820537308042515116  5547986754476519883 16007540624677303257 18034879341046735683  6358865578667919997 
10187334345001336261  4949416372619153305 14477032685898205924  4022257677495881684 16255326134505688512 
 2199191839326357784  1011708879000441621 11515562831163527804 14380667567738062786  5710131421795792975 
 3206576148815252372    53852716526685712  6928590691925842992 11174184872362508410 16270791903905700088 
 3207450598879398381  2835200093778623938  3662502568817018912  8181545972113846284  1112056780505616372 
15364713397963286475 12267410353772706168 12312032394537744902 14800161998610362385 17171428257537012771 
15394387602432254954 16282321483863509684  2619672735542424977  7224865819574789480  8861852064540302420 
 1694448941912543491 13319005833924514163  2364852502882760096  6971166525294959566 17009925407399723680 
11272470486937539457 15283158037485445110  1623494914437029228  3565030292340005668  7408702711279748826 
 8219423846392944460 16420137398905509552  8852903153036900689  9236664612380754530  7895313424799521561 
 5527060200551532396   501491079670360213 12833345503041355213  6625818706608017005 12488482536242141423 
14919318963675025136 17632956419820935819 11762737000235733098 17886016634013002341  4698130917859437847 
17137664236609755961  6119177922411764309   398750339742760651 14664053038373668790   792926929307342030 
18325481968900323744  9641321018695259221  5803526305551850303  4352726648304731738 15035877204760259336 
 6767250995258476104  8227045129776963291 14712634282418126889 11475249403441816010   709706242127539456 
13691432018106407811 11819218233147692762  9350010599996181273 18320843913909516972 14562615981452220820 
 5139882796496472888 17608308454568308760 16691333137693202223 15745801701031212424 12718987036678082222 
