1000 outputs of genrand64_int64()
14015850525358577538  7240594848584490412 15168086336422701980 13859113800224874125 10832081549164282165 
11868592800784558079 15469838452809713921  9100283569361234603  2747509314399459437  3251838876585441428 
 8896196615162608989  2221571207664260994  7022548254060311030  4636968828805138972 10525368949625681312 
 3062867168346620373  5218987219996567251 14720671185249246204  8721775006603370785 13289304744899104757 
12260374029882700804  9926764396546055058 16095600155048681695  1987342709249150804 16595650450372792435 
 7791780622075481451  2942250987638553095  3649539654104948418 16197921927595612329  3311364560977259383 
 3641058067208237009  8757775930977524131 18051332071591277945 14238696378694079151  1732812116730832235 
 3049032097617971457  6845533676735066405 10681555039312097321  7999428314109016518 15218083129151100338 
18160374555795264577  8367497973645444037  1865305399275977849 18158419084288796879  1279982282699030689 
16821043045997442238 11123484645230245910 13144820009834211854  2092871073742585724 18396949464268217670 
16081034273674479621 13932472512696163050 17580712941942844965  5561602717881579023 14627564386613263309 
 7935446356874664698  3514983071107805656 17979255878424034308 15624774138391733910   501955526832785813 
15486045651375138916 16409998198063866366 13980610133385531752 16876730103360319402  8818653319237964893 
14558773751733391964  8081475393243370113 16951703559779835472 15663881180323308962  5772148894099248702 
18175626070564436018  7795958063082284984  4621594335914414257  2920379682060839520 16160569746072647751 
 2583295290121481688   550349720737178214 13646035702532419391 11521782390099418169  8177399647113284245 
17570694498212340094 18021699273902663497  2657985529134154845  6788517986311573725  1950131032500731456 
 9592411090899913134 14636564547255335752 15229272645163874212  8456634650538046913  9873580513573218913 
 1149780682043260768 13605426929189826652 10109262946889896701 14496278024218270981 13872398267449546560 
 7915679683185997354  8748573450941064813 10165817084416342986  9497071755000022498 10386597772229853857 
16623816951246075142 12060345823255253552  3421421396556655277  9526647755048104267  2622865371261452588 
  401584877259006864 18037607783640794821 14725660302873176061 14442496224745980075 11858169953751386785 
11032867588896216941  5687339767905964706  3244864749668642833 17510688933290433498 12202395865422451982 
 2773845557348758570   832167921626616411 15307714716822125193 14697171676663110632  5690374228635628680 
 7512863650137146863 14523049432271594402   255775824884804409   210715272083524240  3790635041796977644 
 6113975329609491447  3731841856164318728 15968376958932482404 10626928206049346627  2807796995429206543 
13116494610934590242   973094762293565228 15503672286708450504  7078159948449228333 15610423693225078444 
12537606347820363140 12816068542796534620 12821492478625387932  9529511919850121013 12689598405715977046 
13962285560329036054  4654597161337474294 16749154675405394207 15944311466961369288  8382560134419184111 
10265110485420312995  2475495337325673664   427788858827198119 12506025389389847728 15528792061503607184 
 2136930185598925363 11712744585567055813 18287020389226014167   512084754850468658 10986193211189471720 
 2038282289857603854  4410478551052779644 17230629195780736914 17815832494008632034   396885548059872242 
 1115150244543828280  5282401947367207115  2872805187619388811  4524141044515318700  6761634870112639570 
13065651256450124347  7929665990232212680  7346682340197080066  8647283288626745068  4117278726277144741 
 8567342751637803283 15754006686895653928 18346951734346630896   955783754996569474  3045033022361072460 
10285221858705977141  4429225029316862919  3318802278099792472  6112225605942867773   505519493957752725 
 9447541704133134057 12622243490651156451 15786190711464524442   549379903766718982  2516618706279702361 
17127773946251239537  7455296297826178389  4041293984959925247 14148997316074427975  5349980803703459588 
15513651545537599765  5229658262076602005   844593038754674080  2749504521868710672  3606414773157787849 
10921455502695203665  5498103208422112532 14690067247663329401  4892920257349688885  3758172782591177256 
 5305940678637233051 18420363068935718457 10481388771777878077 14134605390564383443 16066076138721298246 
  559075670190094955 14536021247079464322 15091340701643171803 14634506577100555350 13043056013645123636 
 2394600584391363670 16273059748233009659 13512093548531011662 16591298064471725478 12866965430456357013 
15291437309779299315 13867079619022090675  2179653751830577562  6884694349067328878 11795156223536478804 
 3781026655387484761 12921685634964740342 16175928341899740721 15931167915635571092  4382437466124004987 
 1442802114620102230   457055765439712506  9059147330337468832  7696926277573814828  7005040533670757038 
12499577565244478412 12007315822250498422 10527864516391073096  9582129036833403578 16772313948341008768 
 7451194152582654390 15967300592988418073 10396419167804767352  4072579615691755307  4521128789026574645 
 3260939173906659184  9815214740301211790 13189507760201846940 17406100402635031728  8009691135058816059 
 6983498966296928998  4882617922128472941 12021281351832109989  6378983857368942252 16717042240411735083 
10435227871665291185 14257731647991715936  5807215106100069033  2249033624544900864 14335008302640942507 
 8556601898258070761  4272769069587450110 11674202868450591613 16334916177526493897 16226072187686549861 
 7410766951538124020  1455774770167521620 15655365803504759080 15107262782250677503 13707538808731435961 
 5004400629561676487 13740512426586618582  8785922962271888033 13625609777053613130  4983759515220725516 
 2998565840485505533 16335045576072047702  6447433218885452461  9576303043707269389  4396017243603339602 
17178893798548396458 12469689303054039704 13781223190988857259  6683405684892946880 16793568669632873609 
 5108738986816871330 10646298127206634954  1576511102952449078  4073314513489870256   957766303535983904 
 3103210488438117578  1882282888329913017   791185203523613382   719397053771687213  4250332796375358398 
