1000 outputs of genrand64_int64()
13580653471260351631   973085330299955016 16859760210403720947 15653845651840737603  1952579246773371037 
15323554529775581425 11535474742318547480  1642782542125861293  6487856619246701085 13459248361218433611 
 4202443533840151779 17224311530251900597 16338518960824088056  8233726702020930293   433149293767737740 
 1406050482385914372 18300172931210550494  4384914375810493463  1133736856065595751 15685332896043776194 
 9531005427780127104  5620939151287601958  1639949102597740307  7312551346461782652  6547163544156838096 
 9561341812805709983 16944288050238694726  8161949056236530322   100390112735287046  2920873764957562449 
 7103716500033848508 10010487051396994260 11100586775461397504 12054413284559840639 14279228129124058545 
 9586954852181128104  2088370082904613377 16104555556047683573  9913541610591369304   724158936449616894 
 8753000404984550373  5094299889145349618  5720484386835737321  7161200921445970544   329947411055068503 
 6903673633095832947  3376710737545372398  6978273290756250510 10399759905793558903  5724903250866203796 
16955585738703571358  2599280474394803038  4370599425650112815 12692003552885353658 12879428413248562556 
12875954206407803279 17455434710365547568  8481781676304917880 10418557247554115407 15532213973945073580 
  782024792892412805 14111649966939035457 10694463684485478250 16670917656939775320  7898560845431942550 
 6571133550828176958 13922331877544197663 15618949190430501238 11452741479723183761 12622049879110207589 
 7419582076780772469 16789258636964128123   981569485796567291 13769838404712574170  3357607105294757722 
11009856205057417782  4710604197300342474 17644930413473531843  9353739276724728364 11913863027188983984 
10569970874455093048 12709053223205276520  2268190615401043701  1399478978629014754 16597167243709705739 
17943025463862258208 12380017215819015601 16518907028733207224 13507492785071935865 15234698503280345230 
  132156943990726229 11524871477096660984 16675174880915490320 17220542769640180052  3906362048781296163 
16830144772330653990  9954328026738843670  3065903817127471681  7686939076356199605  9519630786213400498 
 2547483747673531392  4696110447422919484  6343548099673139559 13564491532199980217   773437236636023056 
 4627353075159343457 16808962186481737356  3282542701376203494  8884888489733456216   285077483115429148 
 8037575466929363433   879028487300515452  5422148328921567353 10699983110413728463  5447693167255803001 
 8624128909332376013 14921156205275772519 12388249185285894177 13512121484537107811 14770389937577944881 
 2847563815804485567 16941587899585446563 13497332819063682725   689812105371505128 15414506779761311786 
13474492216262124804   694536433054457363 15418046090405827894 17622044537604452753  5761438714775226976 
11772303865038909158  8629285531594546647  9362269013110493210  3200349234710294520  1459243555851830304 
17511635543460990679  9036896574360422959 16314643220976515560 12192527522910858733 15955003064529359270 
 5306148280955639051   437750635464453757  6365364297869147177  8140894982719661895 11878387300615874597 
 5594446082750689919   919592447905041264  4070481009279707041 10964212560661797376 11480390371732548460 
16647433509726174835  9854093668118169872 15066010257782931144 11804949816984409004   491567632321580173 
 1719486110031366859  9572804105156961026  1478734288402244975   916569381002771278  1367639606546302438 
17201207683346079908 17685972652238982792 15361054156450312217  4303336687421602559 17906687364314046574 
 7025212615708198441 16359555425183294291 17501547691705553299 16887096196926884551   367502103564125490 
16773069499996608031  2711757853557741922  2696131749938698094  2259903150081287541  2793862032318738143 
 3473238062061410877  9684953984244924119  5821043823424937965 17241454501137421391  9665354538059080105 
 8215744608283709699 11142187709997513639  1883065917270187696  7721858461889535714  2545246790210594167 
12486300890797042031 17956598472925188663 16436108142488318017 13835747742865364605 13490855285492793309 
 7192688753054875160 11967604133808586320 16303902940779367703  5915528492517161903 13297723609993704238 
18304827778783062582 14959941731608989254  3920353419710377248 11104007204084359186 15287370875692641023 
11613490014619969787 13530150891902135938  2475518582141734176 12474171410918058559  9046473887293249559 
11806663963153989558  3927707390479001896 18271503359270114628  4177551251296570808  1648312615894131445 
10339501455454822372 14429210305208812723  3288093346674379751 11113588413247169584   961257355340123132 
16802862594923141137 13934703051839600051 17366197004950345206 13772947381339425075  7021619527388827622 
14360745577032660634 11479675159844430919 16175177960234993002 11308829131457859621 12636718605129007926 
 9377235690974360526 10153626191366050673  5083373873894932918 13280251792954475719 11939067898670610588 
12940267226483013705 13255031901189047582 17456185121591522206  4742596584022016198  8691551556791933226 
 6475425974551545091   152380365232637079  1994468319774082519 13459582711961832211   372777352235668180 
 2377570992044233938  1502241846214652042 12213238601426053578   884683112713303960   448291456655978218 
17544599146896199622   943591749801211926  3501702932858761122  2136051433049266988  3680829581428145648 
  599543746132923106 13105930851102678621 14837001927132749124 12982480378176660997  7351941814925379748 
