1000 outputs of genrand64_int64()
12025895070516689251 12859398800831114646 10852834310217395627 17722076565993100423 11483730043781302801 
 8994292317481773975  1704839959477096147  8735149939235989337 18391647938628896034 17337025438522020180 
 3800833045695613839  4131576219628338100 14196935905237524161 16582520377420620133  2546415048310105404 
  849655954465774820  8316450849143938545  1434180765954254702  8893031515244154621 10721650306369635959 
18304993941303112080 10827938886174425744  6849338508819739316 11596534717051836802 15436448690517785069 
12632823136950528872  1553570915156414386  6011295194876250942  4642257390206535503  7782782483449198816 
 3510937102586592208  9424294425902869913 10373919656663807823 12349793798992319553  9898430775638952510 
 1153248134003766430 14564079237531686188  9169329050766807073 17732244477905605846  9115808388658979910 
 3799251090815763728 11072166421343014927 15614782982244543061  5916058222179155550  5492017718050471447 
 5108458222005077962  7965020779531571092  8998404482773771383 17125734826674391333  2213310559208211396 
 8456271443664237936  7742646779962487562 18176475749850888944  9665461426683553601 13592598506819426752 
  803107333879798409 17888909345951216144  8061008286591744248  3449162892667460769  1222895054680231610 
 7740018262851973629  5611555535518445870  2017573651624560768  5851536690419323628  9471481932350650298 
10974495077184984711 15932822220559144553 12601234791213624863  7593088857908155317 15757002532900872729 
10191319874613587536 13024649045478341313  8722986574387916658   552359256699527865  1522757244791523746 
16873231460817059801  1153178489584630611 13550679623149045242  9202916630086335553  1677504363253257793 
15240203595314501352 12933662362254755777 14641725578000343156  1780596701110445882 13675551658083571722 
13628986594681585868  4193505314879343107 10059345687585517974  7839153897942908653  5573185440203751629 
11772717256194715345 12302669878680108371 17755024872400017823  6042302078506039567  4009243136245652235 
 5943622286652910787  7939950194274188744 10987525776758513175 16949671184923171343 10853701535750279721 
 6070983711745992846  6409541791602324245  4957656245889207721  7937648628139498310 11929731537691585920 
15882862784429497446 13375583433962746393  6553458727377574433 10090981317994172134  6034346437328485865 
 1560405508433428238 14063584147025622500  7845062433747042456 13858263478934260636  1655315089694314330 
 9998856190877603129 11831466866681465497 15488162809169422825 13250196066937002467 18247265947280547064 
16487585043955809593  8526434827845288595 13508847071103393261  8826623431329151122  5768539879055654034 
11649437791716814409 18277277031395528997  2011786476616348364 16541884385801130375  4186773375827433966 
 6041795976834958802 16936014856437014067  9441210766442011743 17365854314134069905 15486072979358177143 
 6758398193341189670 18346113838437803661 13121596723468819391 12167238426162582252  8322103756298469748 
14246021728393998380  9857766529538098590  7191785131658829956  5363902572970840783  7516969435255967838 
15346837549280901448  9158160028901432774  3426223628130086299 13232739913892623859  4629720061803631337 
15283079144190699298 13905185672395144092 11451552976081368616  4505987999724296999  1130770605409437778 
 9603045412519845021 11682864372911229596 15013467550406076056  8132700030161305285  4645249152588230710 
11270641227320580315 14461061636164707457  8361968025994281731  3340013458592073011 12032988406023296836 
11605015720900799230  6034983579049425363 13526839749298569045 12331645498395597521  6295749352373085787 
11073991090520877998 10518475333781918558 15220996807802586471  1185314961581255703  9137098228938803266 
15826736073005099704  8179784352928692374  4029621391864525039 13871911666202365806 13754355974147127010 
16907097868896516110  7319838455621810383 15307040699844805232 12617927682023963633  4582920989721824980 
 2470028938544202826  7363095297620280747  9342539624427136555  1565781628957423226  5967213943555339116 
 5340580523614844396    12606984484589223  5082080226471509386 10916397472657270044  2961781823945564390 
15179182722889879814 11796092673749093537  8444955287877781937  8516341925647496756 12013980381755651179 
 8626371550486701675 12252869694649681321  5429019722214250527  5499020969790842947  3894994123365363291 
