1000 outputs of genrand64_int64()
 1748882866306055413 10843993948439897222 13006671869539830205 14791262244533402647 11673242045641920391 
 6402567450241999495  3870059394567187141  4723454191357120457 13951459167206211764 15317064347367610436 
 1631074847982481305   135713509989258020  4973563872756551828  4767296833152214844 17565996110298697356 
14811889467753265087 14528889539480146031 17960238646474941436 11615459543465191302 16694688144550678448 
 3026791901108097105 17512227400850138892  6719831525460373713  9385177715982808011  2031618007376436788 
 4606868154254549228  3964097814372716148 17643949913048717911  8820123893887613305  7591883405370071624 
 2581898875849793791 11186008431396315831   217425500603138873  9635875787569735905 14217206470173503290 
 8524736487494069266 16777555093567989913  5421029617578508682 15003034193600415010 18437824734066005692 
 9804849959163108095  9848971333932536195  7984160319539859009  3738356592339256257 17436318936711503964 
17761938110958736769 15591695308379159202 15884999920694171389  5997098907655554530  5609280591049781782 
 1701006860258115365 10635018199346707509  5520475491303484098 13687417187553546259  9922116647561750046 
14490738433174465194 13933268493578450434 10500001932838643276  9571703848152096304  4368129553597514048 
13581995644398034098  4025841690306017024  2899722644995104325  4688850417271210294 15189138390833631979 
14183356982464511183 10474464071674196013 10446024531654100939  7874956749790674195  4305151654332961171 
11403423042495861041 13820970803203926178 15503884808449519286  2574964227512020193  3547696483553492041 
10760343381528224498 10406830154924773429  9346046151974953834  4658640889299051339  8282185823062789250 
12854631840075082385  7880690946667215407 14917139531427184665 14461740816999196804  3093409728585914220 
 6937353069627266032  6551671633845621004  8142800255003888245 17739969574720051447  3913102536829936705 
 5241694962762829508  1067889917359058215 11052398378738039919 10262795897540125640 18410162837903195283 
14073053121671714796 12178075494752721409 15775402803395782471  8850007354913821881 16562705568192159833 
 2528222756830589031  8621488330899035462  4205057651695921229  2752965035666502049 12383714820374898099 
 8135974657620161850 15024190480754324340  6690064024907513426 12840074231445259988  7913187095486138679 
    3522233278506294  9178702104386126709 14901641651461648938 12303922047558253996  3502158662724571892 
 2902084817654161139 10830210608963788044 12231983318759750917  7616960095093064768 15004877113358911323 
 7089048967041207507  9433669036167525708 14869185773188744031 16246855987912892546  9864234382868245022 
13114402480563409676 11698271061060856330   145776944569561964  7497390428299825827 16534600205907106101 
 9354434817278521274 17062601324738093319 16773879132141543402  4584516618002305676  2384980761938110202 
  911232066536717221 13972034053420496706  8202955924526726480 13505008925213665944 15633772814449264067 
 4933686891827831419  7181706106073129060  1894498199542323785  5478802766982742609 18384327392739134429 
14056912434983778264  1477149486244893624 11914063305317394955 11111521448154168952 15605999067832814280 
15186164617030520794 14527936843275589941 14747845919280602065   103814212842597813  7088455886812321727 
  687545740049428796 17689167245698976138 18035672537707719292 11298480131772880285 13570279224964804062 
 4724452714923049901  2028820306396832144   356300357820078406 14469144633785327318 14424895471008517965 
 7613629479331505860 15249767729878137812  3628591032122848079   393371463152140541 10298377930404514036 
